PackageName,post,N,A,Ce,Ca,I,D,PkgMod,Package,MII,NC,APIUP,Package ,SLOC ,IC,AC,BCF,PPI,SAVI,CUM,CUL
org.eclipse.debug.internal.ui.views.launch,3,6,0,27,1,0.964285714,0.035714286,0.292893219,org.eclipse.debug.internal.ui.views.launch,,1,0,org.eclipse.debug.internal.ui.views.launch,1470,0.166666667,0.99765808,1,1,0.111111111,0.464072234,0.440889694
org.eclipse.debug.internal.ui.views.variables,7,6,0.2,23,2,0.92,0.12,0.736476862,org.eclipse.debug.internal.ui.views.variables,0,1,0,org.eclipse.debug.internal.ui.views.variables,1070,0.5,0.990632319,0.854166667,0.571428571,0.111111111,0.482849336,0.415174308
org.eclipse.debug.ui,4,14,6,30,24,0.555555556,5.555555556,0.666666667,org.eclipse.debug.ui,0.285714286,,0.036111111,org.eclipse.debug.ui,1643,0.8,0.913348946,0.805357143,0,0,0.621995757,0.570116325
org.eclipse.debug.ui.actions,1,7,0.166666667,13,1,0.928571429,0.095238095,0.6917793,org.eclipse.debug.ui.actions,,,0,org.eclipse.debug.ui.actions,456,0.571428571,0.99765808,1,1,0,0.470281759,0.48812333
org.eclipse.debug.ui.console,1,6,2,11,5,0.6875,1.6875,0.575735931,org.eclipse.debug.ui.console,0.4,0,0.291666667,org.eclipse.debug.ui.console,144,0.99765808,0.990632319,0.5,0,0,0.75,0.809090909
org.eclipse.help,0,6,0,1,13,0.071428571,0.928571429,0.686355646,org.eclipse.help,0.714285714,0,0.032407407,org.eclipse.help,43,1,1,0,0,0.166666667,0,0
org.eclipse.help.browser,0,2,0,1,8,0.111111111,0.888888889,0.387627564,org.eclipse.help.browser,0,0,0,org.eclipse.help.browser,15,1,1,0,0,0,0,0
org.eclipse.help.internal,1,5,0,16,12,0.571428571,0.428571429,0.74287919,org.eclipse.help.internal,0,1,0,org.eclipse.help.internal,627,0.8,0.953161593,0.8,0.6,0,0.625898672,0.664672533
org.eclipse.help.internal.appserver,0,5,0.25,7,5,0.583333333,0.166666667,0.575735931,org.eclipse.help.internal.appserver,0.125,0,0,org.eclipse.help.internal.appserver,419,0.75,0.988290398,1,1,0,0.815742542,0.758018972
org.eclipse.help.internal.browser,0,9,0,8,5,0.615384615,0.384615385,0.419711543,org.eclipse.help.internal.browser,0,0.4,0,org.eclipse.help.internal.browser,722,1,0.988290398,1,0,0.075308642,0.652596573,0.578136363
org.eclipse.help.internal.browser.macosx,0,2,0,3,0,0,1,0.292893219,org.eclipse.help.internal.browser.macosx,,1,0,org.eclipse.help.internal.browser.macosx,51,1,0.5,1,1,0,0.625,0.657142857
org.eclipse.help.internal.context,0,9,0.125,11,4,0.733333333,0.141666667,0.524926906,org.eclipse.help.internal.context,0,0.8,0,org.eclipse.help.internal.context,506,1,0.985948478,1,0.75,0.075308642,0.659457573,0.575473487
org.eclipse.help.internal.protocols,0,5,0,9,0,0,1,0.646446609,org.eclipse.help.internal.protocols,,,0,org.eclipse.help.internal.protocols,273,1,0.8,1,0,0,0.548972812,0.543201926
org.eclipse.help.internal.search,3,23,0.095238095,14,3,0.823529412,0.081232493,0.690640783,org.eclipse.help.internal.search,0,0.5,0,org.eclipse.help.internal.search,2177,0.952380952,0.976580796,1,0,0.031505986,0.569666063,0.514425727
org.eclipse.help.internal.standalone,1,6,0,5,1,0.833333333,0.166666667,0.717157288,org.eclipse.help.internal.standalone,0,0,0,org.eclipse.help.internal.standalone,766,1,0.666666667,1,0,0.111111111,0.682864036,0.735277636
org.eclipse.help.internal.toc,1,12,0.2,13,5,0.722222222,0.077777778,0.874032669,org.eclipse.help.internal.toc,0,0.666666667,0,org.eclipse.help.internal.toc,921,1,0.983606557,1,0.666666667,0.056944444,0.704734008,0.655047504
org.eclipse.help.internal.util,0,9,0.125,10,11,0.476190476,0.398809524,0.449117912,org.eclipse.help.internal.util,0,0,0.5,org.eclipse.help.internal.util,853,1,0.941451991,1,0,0,0.56786944,0.599551935
org.eclipse.help.internal.webapp,1,2,0,5,2,0.714285714,0.285714286,1,org.eclipse.help.internal.webapp,0,0,0,org.eclipse.help.internal.webapp,77,0.5,0.992974239,1,0,0.3,0.833333333,0.91025641
org.eclipse.help.internal.webapp.data,6,15,0,15,1,0.9375,0.0625,0.807152696,org.eclipse.help.internal.webapp.data,0,0.777777778,0,org.eclipse.help.internal.webapp.data,1367,1,0.995316159,1,0,0.045777778,0.64507807,0.580036358
org.eclipse.help.internal.webapp.servlet,2,12,0.090909091,13,0,0,0.909090909,0.595938982,org.eclipse.help.internal.webapp.servlet,,1,0,org.eclipse.help.internal.webapp.servlet,957,1,1,1,0,0.056944444,0.688578607,0.663966916
org.eclipse.help.internal.workingset,0,8,0.142857143,12,4,0.75,0.107142857,0.670650528,org.eclipse.help.internal.workingset,0,0.210526316,0.25,org.eclipse.help.internal.workingset,633,1,0.971896956,1,0.142857143,0.08125,0.524531804,0.512679706
org.eclipse.help.standalone,0,2,0,4,0,0,1,1,org.eclipse.help.standalone,,1,0,org.eclipse.help.standalone,63,1,1,1,0,0.3,0.714285714,0.678571429
org.eclipse.help.ui.browser,0,1,0,10,0,0,1,1,org.eclipse.help.ui.browser,,1,0,org.eclipse.help.ui.browser,42,1,1,1,1,0.5,1,1
org.eclipse.help.ui.internal,0,12,0.2,27,5,0.84375,0.04375,0.581548042,org.eclipse.help.ui.internal,0,0.15,0,org.eclipse.help.ui.internal,1149,0.6,0.990632319,1,0.571428571,0.055497144,0.553375683,0.56251493
org.eclipse.help.ui.internal.browser,0,3,0,15,0,0,1,0.292893219,org.eclipse.help.ui.internal.browser,,1,0,org.eclipse.help.ui.internal.browser,244,0.666666667,1,1,1,0,0.698299943,0.510816643
org.eclipse.help.ui.internal.browser.win32,0,9,0.285714286,18,0,0,0.714285714,0.575735931,org.eclipse.help.ui.internal.browser.win32,,1,0,org.eclipse.help.ui.internal.browser.win32,1223,0.714285714,1,1,0.125,0.087962963,0.518247418,0.541112357
org.eclipse.help.ui.internal.search,2,4,0,23,0,0,1,0.646446609,org.eclipse.help.ui.internal.search,,0.857142857,0,org.eclipse.help.ui.internal.search,546,0.25,1,1,0.083333333,0.1625,0.569752644,0.625312865
org.eclipse.help.ui.internal.util,0,5,0,15,6,0.714285714,0.285714286,0.76429774,org.eclipse.help.ui.internal.util,0,0,0,org.eclipse.help.ui.internal.util,347,0.8,0.971896956,1,0.125,0.132,0.59904344,0.626961567
org.eclipse.help.ui.internal.workingset,0,5,0,17,1,0.944444444,0.055555556,0.472953723,org.eclipse.help.ui.internal.workingset,,0.857142857,0,org.eclipse.help.ui.internal.workingset,576,0.6,0.99765808,1,1,0,0.637722639,0.549172086
org.eclipse.jdi,0,3,0.5,5,6,0.454545455,0.045454545,0.646446609,org.eclipse.jdi,0.333333333,0,0,org.eclipse.jdi,36,1,0.983606557,1,0,0,0.5,0.583333333
org.eclipse.jdi.hcr,0,6,5,3,4,0.428571429,4.428571429,0.315346803,org.eclipse.jdi.hcr,0.2,0,0.027777778,org.eclipse.jdi.hcr,45,1,0.995316159,0,0,0.133099688,0,1
org.eclipse.jdi.internal,3,46,0.179487179,19,6,0.76,0.060512821,0.883249735,org.eclipse.jdi.internal,0,0.6,0,org.eclipse.jdi.internal,6469,0.995316159,0.946135831,0.99958194,0.833333333,0.014839319,0.437566651,0.421016017
org.eclipse.jdi.internal.connect,1,11,0.375,10,2,0.833333333,0.208333333,0.655286843,org.eclipse.jdi.internal.connect,0,1,0,org.eclipse.jdi.internal.connect,860,1,0.978922717,1,0.2,0.061983471,0.651602857,0.580521164
org.eclipse.jdi.internal.event,0,21,0.166666667,12,2,0.857142857,0.023809524,0.513944448,org.eclipse.jdi.internal.event,,0.666666667,0,org.eclipse.jdi.internal.event,749,0.857142857,0.967213115,1,0.75,0.032879819,0.424280021,0.444536075
org.eclipse.jdi.internal.jdwp,0,19,0.117647059,5,4,0.555555556,0.326797386,0.334487735,org.eclipse.jdi.internal.jdwp,0.043478261,0,0,org.eclipse.jdi.internal.jdwp,725,1,0.263157895,1,0,0,0.395078996,0.412349408
org.eclipse.jdi.internal.request,0,18,0.125,10,2,0.833333333,0.041666667,0.547144477,org.eclipse.jdi.internal.request,0,1,0,org.eclipse.jdi.internal.request,881,0.888888889,0.992974239,1,1,0,0.350530303,0.301254584
org.eclipse.jdi.internal.spy,0,8,0.142857143,6,0,0,0.857142857,0.76429774,org.eclipse.jdi.internal.spy,,0.5,0,org.eclipse.jdi.internal.spy,2918,0.875,1,1,0.020408163,0.084375,0.353826411,0.331296834
org.eclipse.jdt.core,3,54,3.5,19,95,0.166666667,2.666666667,0.777613139,org.eclipse.jdt.core,0.326530612,0.074074074,0.001352673,org.eclipse.jdt.core,4420,0.642857143,0.414519906,0.93877551,0.25,0,0.476568003,0.45398594
org.eclipse.jdt.core.compiler,0,5,1.5,2,52,0.037037037,0.537037037,0.303564655,org.eclipse.jdt.core.compiler,0.019607843,0,0.15625,org.eclipse.jdt.core.compiler,1368,1,0.859484778,1,0,0.157476636,0.5,0.504259851
org.eclipse.jdt.core.dom,7,89,0.171052632,14,28,0.333333333,0.495614035,0.874005264,org.eclipse.jdt.core.dom,0.044776119,0.444444444,0.041208791,org.eclipse.jdt.core.dom,12130,0.981264637,0.161592506,0.994762313,0.5,0.007839919,0.427259197,0.296034949
org.eclipse.jdt.core.eval,0,3,0,5,4,0.555555556,0.444444444,0.604715292,org.eclipse.jdt.core.eval,0,0,0.020833333,org.eclipse.jdt.core.eval,78,1,1,0,0,0,0,0
org.eclipse.jdt.core.jdom,0,12,5,4,1,0.8,4.8,0.646446609,org.eclipse.jdt.core.jdom,0.434782609,0,0.015873016,org.eclipse.jdt.core.jdom,211,1,0.5,1,0.222222222,0,0.5,0.538461538
org.eclipse.jdt.core.search,0,6,5,11,31,0.261904762,4.261904762,0.441721093,org.eclipse.jdt.core.search,0,0.02173913,0.037037037,org.eclipse.jdt.core.search,387,1,0.93442623,1,0.555555556,0.094327622,1,1
org.eclipse.jdt.core.util,0,27,5.75,5,4,0.555555556,5.305555556,0.700057676,org.eclipse.jdt.core.util,0,0,0.000245942,org.eclipse.jdt.core.util,1406,1,0,1,0,0.025651578,0.338715637,0.448390111
org.eclipse.jdt.debug.core,2,27,26,8,15,0.347826087,25.34782609,0.689285968,org.eclipse.jdt.debug.core,0.387323944,0.068181818,0.00617284,org.eclipse.jdt.debug.core,434,1,0.974238876,1,0.117647059,0.018166288,1,1
org.eclipse.jdt.debug.eval,0,7,6,6,7,0.461538462,5.461538462,0.754829818,org.eclipse.jdt.debug.eval,0.238095238,,0.052777778,org.eclipse.jdt.debug.eval,76,1,0.992974239,1,0,0,1,1
org.eclipse.jdt.debug.ui,0,3,0.5,16,7,0.695652174,0.195652174,0.361123435,org.eclipse.jdt.debug.ui,0,0.466666667,0,org.eclipse.jdt.debug.ui,299,0.5,0.990632319,1,0.416666667,0.205648272,0.625,0.668478261
org.eclipse.jdt.debug.ui.launchConfigurations,3,9,0,31,3,0.911764706,0.088235294,0.333333333,org.eclipse.jdt.debug.ui.launchConfigurations,0,0.6,0,org.eclipse.jdt.debug.ui.launchConfigurations,2431,0.111111111,0.969555035,1,1,0.075308642,0.652341802,0.626456291
org.eclipse.jdt.internal.codeassist,3,6,2,17,3,0.85,1.85,1,org.eclipse.jdt.internal.codeassist,0,0.384615385,0.055555556,org.eclipse.jdt.internal.codeassist,3370,0,0.990632319,1,0.833333333,0.108613336,0.605263158,0.607726597
org.eclipse.jdt.internal.codeassist.complete,2,32,0.032258065,9,1,0.9,0.067741935,0.401678877,org.eclipse.jdt.internal.codeassist.complete,0,0,0,org.eclipse.jdt.internal.codeassist.complete,3553,0.258064516,0.93676815,1,0,0.023554688,0.265827495,0.235070931
org.eclipse.jdt.internal.codeassist.impl,2,4,3,11,5,0.6875,2.6875,0.575735931,org.eclipse.jdt.internal.codeassist.impl,0.04,0,0.027777778,org.eclipse.jdt.internal.codeassist.impl,1213,0.666666667,0.983606557,0.5,0,0.199649533,0.452333532,0.519762894
org.eclipse.jdt.internal.codeassist.select,0,18,0,9,1,0.9,0.1,0.347286048,org.eclipse.jdt.internal.codeassist.select,0,0.285714286,0,org.eclipse.jdt.internal.codeassist.select,1091,0.055555556,0.985948478,1,0,0.037654321,0.346079442,0.317192574
org.eclipse.jdt.internal.compiler,1,16,0.777777778,12,23,0.342857143,0.120634921,0.520544969,org.eclipse.jdt.internal.compiler,0.005681818,0.92,0.099206349,org.eclipse.jdt.internal.compiler,5834,0.777777778,0.885245902,0.909222948,0.92,0,0.462384054,0.478949118
org.eclipse.jdt.internal.compiler.ast,3,88,0.189189189,12,17,0.413793103,0.397017707,0.785334662,org.eclipse.jdt.internal.compiler.ast,0.035294118,0.714285714,0.004807692,org.eclipse.jdt.internal.compiler.ast,14084,0.906323185,0.215456674,0.997443374,0.666666667,0.007271403,0.577316504,0.433434811
org.eclipse.jdt.internal.compiler.batch,0,6,0,11,2,0.846153846,0.153846154,0.387627564,org.eclipse.jdt.internal.compiler.batch,,0.708333333,0,org.eclipse.jdt.internal.compiler.batch,1751,1,0.995316159,1,0.173913043,0.112835249,0.529439082,0.373725424
org.eclipse.jdt.internal.compiler.classfmt,0,7,0.4,10,10,0.5,0.1,0.929289322,org.eclipse.jdt.internal.compiler.classfmt,0,0.5,0,org.eclipse.jdt.internal.compiler.classfmt,1257,1,0.957845433,1,0.466666667,0.095918367,0.575655908,0.554640307
org.eclipse.jdt.internal.compiler.codegen,3,17,0.214285714,9,6,0.6,0.185714286,1,org.eclipse.jdt.internal.compiler.codegen,0,0.125,0,org.eclipse.jdt.internal.compiler.codegen,8830,0.928571429,0.957845433,0.964285714,0.142857143,0,0.300838479,0.302291252
org.eclipse.jdt.internal.compiler.env,0,15,14,2,23,0.08,13.08,0.554257697,org.eclipse.jdt.internal.compiler.env,0.647058824,0,0.119230769,org.eclipse.jdt.internal.compiler.env,160,1,0.983606557,1,0,0.045777778,1,1
org.eclipse.jdt.internal.compiler.flow,0,11,0.1,8,4,0.666666667,0.233333333,0.878669565,org.eclipse.jdt.internal.compiler.flow,0,0.28125,4,org.eclipse.jdt.internal.compiler.flow,1407,1,0.964871194,1,0.518518519,0.054063821,0.56209455,0.512108838
org.eclipse.jdt.internal.compiler.impl,1,13,0.3,10,21,0.322580645,0.377419355,0.396523676,org.eclipse.jdt.internal.compiler.impl,0.133333333,0.428571429,0.388888889,org.eclipse.jdt.internal.compiler.impl,2413,1,0.272727273,1,0.25,0.052662722,0.528318691,0.345122515
org.eclipse.jdt.internal.compiler.lookup,2,41,0.464285714,12,21,0.363636364,0.172077922,0.976356398,org.eclipse.jdt.internal.compiler.lookup,0,0.071428571,0.069444444,org.eclipse.jdt.internal.compiler.lookup,8001,0.99765808,0.557377049,0.99872449,0.2,0.01049456,0.489094594,0.442873306
org.eclipse.jdt.internal.compiler.parser,2,19,0.117647059,11,17,0.392857143,0.489495798,0.798960544,org.eclipse.jdt.internal.compiler.parser,0,0,0,org.eclipse.jdt.internal.compiler.parser,9789,0.823529412,0.880562061,0.958803033,0,0.023620136,0.308112855,0.311962446
org.eclipse.jdt.internal.compiler.problem,0,10,0.111111111,11,20,0.35483871,0.534050179,0.394940549,org.eclipse.jdt.internal.compiler.problem,0,0,0,org.eclipse.jdt.internal.compiler.problem,3476,0.99765808,0.896955504,1,0,0,0.286289523,0.289693689
org.eclipse.jdt.internal.compiler.util,0,9,0,6,17,0.260869565,0.739130435,0.833621934,org.eclipse.jdt.internal.compiler.util,0,0.012345679,0,org.eclipse.jdt.internal.compiler.util,884,1,0.111111111,1,0.071428571,0.076556479,0.7389506,0.617878816
org.eclipse.jdt.internal.core,19,114,0.14,33,16,0.673469388,0.186530612,0.911918025,org.eclipse.jdt.internal.core,0,,0,org.eclipse.jdt.internal.core,22808,0.918918919,0.789227166,1,0,0.00877193,0.454327039,0.408010736
org.eclipse.jdt.internal.core.builder,4,20,0.111111111,15,3,0.833333333,0.055555556,0.670016835,org.eclipse.jdt.internal.core.builder,0,1,1,org.eclipse.jdt.internal.core.builder,3008,0.9,0.985948478,0.986631016,0,0.0345,0.530818393,0.471127627
org.eclipse.jdt.internal.core.eval,0,3,0,11,1,0.916666667,0.083333333,0.292893219,org.eclipse.jdt.internal.core.eval,,1,0,org.eclipse.jdt.internal.core.eval,372,1,0.99765808,1,1,0.211111111,0.498164439,0.488935184
org.eclipse.jdt.internal.core.hierarchy,0,9,0.285714286,22,3,0.88,0.165714286,0.76429774,org.eclipse.jdt.internal.core.hierarchy,0,0.722222222,0,org.eclipse.jdt.internal.core.hierarchy,2952,1,0.990632319,1,0.648648649,0.065432099,0.482234876,0.499080027
org.eclipse.jdt.internal.core.index,0,7,6,4,4,0.5,5.5,0.646446609,org.eclipse.jdt.internal.core.index,0.3125,0,0.034188034,org.eclipse.jdt.internal.core.index,63,1,1,1,0,0,1,1
org.eclipse.jdt.internal.core.index.impl,1,34,0.307692308,11,5,0.6875,0.004807692,0.823364783,org.eclipse.jdt.internal.core.index.impl,0,0.8,0.02173913,org.eclipse.jdt.internal.core.index.impl,3317,0.967741935,0.483870968,1,0,0.020242215,0.53799485,0.521050713
org.eclipse.jdt.internal.core.jdom,2,15,0.25,12,2,0.857142857,0.107142857,0.774089613,org.eclipse.jdt.internal.core.jdom,0,0.833333333,0,org.eclipse.jdt.internal.core.jdom,2810,0.928571429,0.995316159,1,0.714285714,0,0.596232584,0.552651118
